year,Base case cost,Modeled non-residential ashp
2017,99498.943067,150907.759287
2018,107499.839757,159222.404569
2019,118967.79168,171140.062805
2020,124301.722807,176683.15966
2021,128302.171153,180840.482301
2022,130969.136716,183612.030728
2023,133102.709167,185829.269469
2024,134702.888505,187492.198526
2025,136836.460956,189709.437268
2026,139236.729963,192203.830852
2027,141103.605857,194143.914751
2028,142970.481752,196083.99865
2029,145104.054202,198301.237392
2030,146437.536984,199687.011605
2031,149104.502548,202458.560033
