year,annotation,consumption,consumption residential,consumption non-residential
2003,,40647424.0,10487544.0,30159880.0
2004,,41085276.0,10605224.0,30480052.0
2005,,40762126.0,10606265.0,30155861.0
2006,,39646287.0,10207676.0,29438611.0
2007,,40017709.0,10394450.0,29623259.0
2008,,40114157.0,10489137.0,29625020.0
2009,,39279525.0,10324324.0,28955201.0
2010,,39957651.0,10515736.0,29441915.0
2011,,40080530.0,10604661.0,29475869.0
2012,,42327023.0,11101026.0,31225997.0
2013,,40985806.0,10404921.0,30580885.0
2014,start of forecast,41176168.0,10748584.0,30427584.0
2015,,41214350.0,10786766.0,30427584.0
2016,,41257104.0,10829520.0,30427584.0
2017,,41306007.0,10878423.0,30427584.0
2018,,41349274.0,10921690.0,30427584.0
2019,,41388890.0,10961306.0,30427584.0
2020,,41444747.0,11017164.0,30427584.0
2021,,41484570.0,11056986.0,30427584.0
2022,,41519399.0,11091815.0,30427584.0
2023,,41551179.0,11123595.0,30427584.0
2024,,41584067.0,11156483.0,30427584.0
2025,,41617738.0,11190154.0,30427584.0
2026,,41652974.0,11225391.0,30427584.0
2027,,41704707.0,11277123.0,30427584.0
2028,,41736746.0,11309162.0,30427584.0
2029,,41774039.0,11346456.0,30427584.0
2030,,41811823.0,11384239.0,30427584.0
2031,,41848717.0,11421133.0,30427584.0
2032,,41884148.0,11456565.0,30427584.0
2033,,41913721.0,11486137.0,30427584.0
2034,,41943613.0,11516029.0,30427584.0
2035,,41982274.0,11554691.0,30427584.0
2036,,42022792.0,11595209.0,30427584.0
2037,,42067213.0,11639629.0,30427584.0
2038,,42116960.0,11689376.0,30427584.0
2039,,42158346.0,11730763.0,30427584.0
2040,,42199125.0,11771541.0,30427584.0
