year,Base case cost,Modeled non-residential ashp
2017,138908.126037,145259.889501
2018,155146.684714,159505.998892
2019,177671.423391,179367.637743
2020,188669.722068,188948.503832
2021,196004.182068,195265.57329
2022,201763.120745,200181.570083
2023,202368.79397,200118.624694
2024,205457.35397,202656.400651
2025,209571.362647,206111.875288
2026,214204.112647,210034.590722
2027,218317.871323,213499.432759
2028,221406.311323,216056.328927
2029,226038.971323,219992.877907
2030,228608.23,222095.915902
2031,233755.53,226499.485609
