year,Base case cost,Modeled residential ashp
2017,325219.544974,420239.218971
2018,349068.985013,443000.2602
2019,386224.770635,478655.820436
2020,405664.766234,497419.243801
2021,412297.022856,503551.425295
2022,424776.727599,515678.135829
2023,430048.992804,520715.071561
2024,434662.224858,525122.390327
2025,439934.490062,530159.326059
2026,446524.821568,536455.495724
2027,456751.416495,546446.761178
2028,461415.236464,550904.667859
2029,467411.576424,556636.262162
2030,471409.136397,560457.325031
2031,478071.736353,566825.763147
