year,Base case cost,Modeled transmission and interties
2021,1482630.80741,2631206.52985
2022,1517861.63847,2657387.39987
2023,1541348.85919,2676137.29663
2024,1563004.77432,2692147.9008
2025,1586508.60551,2709938.38278
2026,1615888.39451,2731933.31652
2027,1640550.80678,2751557.2795
2028,1661131.19324,2766769.94152
2029,1687591.69013,2787163.38902
2030,1705232.02138,2800759.02068
2031,1734632.57347,2822769.49854
2032,1764033.12557,2845753.33876
2033,1792167.12845,2866820.94383
2034,1821546.91744,2889788.55253
2035,1839509.07678,2903050.7757
2036,1873105.85173,2928586.74702
2037,1892058.41102,2944132.67344
2038,1924376.17891,2968716.17053
2039,1949256.60375,2987534.10885
2040,1982996.64411,3014153.85904
