year,Base case cost,Modeled residential ashp
2017,438677.112141,1024415.06175
2018,466973.696244,1045297.71253
2019,505376.20324,1076656.07466
2020,531628.555508,1095677.85744
2021,544968.544765,1101872.52794
2022,554203.921943,1104062.07854
2023,560360.840062,1103287.00115
2024,556916.409999,1093057.23581
2025,562979.963736,1092515.0365
2026,571064.702051,1094188.22141
2027,586014.665557,1102843.56094
2028,591145.430655,1101811.4239
2029,598328.501794,1103014.98208
2030,603459.266893,1102272.60656
2031,610642.338031,1103759.13497
