year,Base case cost,Modeled non-residential ashp
2017,237408.091801,376822.910861
2018,252721.947597,391026.550538
2019,273505.037606,410824.577851
2020,283349.659189,419529.453862
2021,290459.663666,425483.836274
2022,295381.974457,429243.233215
2023,298663.514985,431363.169656
2024,301398.132092,432955.413199
2025,304679.672619,435131.747489
2026,309055.05999,438447.745647
2027,312336.600517,440677.865119
2028,315071.217624,442377.709277
2029,318899.681573,445215.348487
2030,321634.298679,446965.283997
2031,325462.762628,449851.840544
