year,Base case cost,Modeled non-residential ashp
2017,108805.356269,115510.608335
2018,123422.553234,128990.101418
2019,141187.660414,145229.249302
2020,149715.362465,152953.943422
2021,155629.554773,158269.41126
2022,160135.606054,162291.850774
2023,163267.311695,165046.346958
2024,165903.351695,167346.803554
2025,166081.473704,167167.134949
2026,169792.07114,170461.814845
2027,172937.771653,173236.693456
2028,175507.498833,175487.377666
2029,176023.06956,175604.86713
2030,174966.238533,174271.951349
2031,175600.825157,174486.585233
