year,Base case cost,Modeled non-residential ashp
2017,436348.854244,527357.53241
2018,454396.284639,545323.051675
2019,481874.777134,572685.283212
2020,497559.013778,588316.673965
2021,508537.979428,599258.647493
2022,516380.09775,607074.342869
2023,530863.11093,621536.217693
2024,535642.287573,626299.540569
2025,541217.993656,631856.750591
2026,548386.758621,639001.734905
2027,553962.464705,644558.944927
2028,558741.641348,649322.267803
2029,556374.901191,646934.38929
2030,560295.960352,650842.236978
2031,567353.866841,657876.362817
