year,Base case cost,Modeled non-residential ashp
2017,329258.819457,455035.716321
2018,355785.663501,480158.085542
2019,392515.13987,515639.085382
2020,409519.527078,531209.756859
2021,421082.510379,541315.286061
2022,429924.791727,548706.417548
2023,436046.371122,553382.278501
2024,441487.775028,557405.745307
2025,447609.354423,562151.804741
2026,454411.109306,567619.643914
2027,460532.688701,572432.649839
2028,465974.092607,576590.047282
2029,472775.84749,582154.807933
2030,476856.90042,584998.73498
2031,484338.830792,591312.292693
