year,annotation,consumption,consumption residential,consumption non-residential
2003,,837221.0,489089.0,348132.0
2004,,845243.0,478425.0,366818.0
2005,,892558.0,499391.0,393167.0
2006,,979948.0,502284.0,477664.0
2007,,923963.0,481457.0,442506.0
2008,,886113.0,467536.0,418577.0
2009,,919012.0,475952.0,443060.0
2010,,963593.0,530201.0,433392.0
2011,,992075.0,539035.0,453040.0
2012,,1011463.0,571625.0,439838.0
2013,,963338.0,557783.0,405555.0
2014,,937056.0,533711.0,403345.0
2015,,979788.0,550280.0,429508.0
2016,start of forecast,949365.0,536562.0,412803.0
2017,,952746.0,539943.0,412803.0
2018,,956593.0,543791.0,412803.0
2019,,960545.0,547742.0,412803.0
2020,,964859.0,552056.0,412803.0
2021,,969311.0,556508.0,412803.0
2022,,973935.0,561132.0,412803.0
2023,,977941.0,565139.0,412803.0
2024,,982259.0,569456.0,412803.0
2025,,986971.0,574168.0,412803.0
2026,,992846.0,580043.0,412803.0
2027,,998485.0,585682.0,412803.0
2028,,1004112.0,591309.0,412803.0
2029,,1009846.0,597043.0,412803.0
2030,,1015738.0,602935.0,412803.0
2031,,1021338.0,608536.0,412803.0
2032,,1027248.0,614446.0,412803.0
2033,,1033194.0,620392.0,412803.0
2034,,1039230.0,626427.0,412803.0
2035,,1044953.0,632150.0,412803.0
2036,,1050607.0,637804.0,412803.0
2037,,1056495.0,643692.0,412803.0
2038,,1061650.0,648848.0,412803.0
2039,,1066982.0,654179.0,412803.0
2040,,1071981.0,659179.0,412803.0
