year,Base case cost,Modeled non-residential ashp
2017,265804.648937,383611.150133
2018,286274.772599,403414.717638
2019,315849.896262,432513.028293
2020,329479.149924,445399.795508
2021,334737.153172,449869.613067
2022,342183.216042,456508.813288
2023,346628.68812,460114.431149
2024,346278.970575,458946.481731
2025,350665.473446,462535.868307
2026,357269.827108,468405.075991
2027,356650.251148,467029.141789
2028,360977.00481,470619.202627
2029,366757.958473,475710.234386
2030,369632.712928,477858.688491
2031,370864.728552,478451.634663
