year,Base case cost,Modeled residential ashp
2017,265804.648937,628406.497702
2018,286274.772599,645061.263267
2019,315849.896262,671238.819289
2020,329479.149924,681028.036776
2021,334737.153172,682417.004306
2022,342183.216042,686014.652028
2023,346628.68812,686604.025308
2024,346278.970575,682492.241564
2025,350665.473446,683208.506987
2026,357269.827108,686310.279486
2027,356650.251148,682197.717252
2028,360977.00481,683117.006835
2029,366757.958473,685626.000655
2030,369632.712928,685206.382548
2031,370864.728552,683353.640621
