year,Base case cost,Modeled non-residential ashp
2017,170901.178941,216490.132874
2018,190865.205588,229865.407857
2019,217483.907784,248037.181761
2020,230793.258882,256682.065001
2021,239666.159614,262165.26883
2022,247060.243558,266608.203357
2023,251496.693924,268949.43054
2024,255193.735895,270779.906857
2025,260369.594656,273690.599878
2026,266284.86181,277150.581481
2027,270721.312176,279567.980875
2028,275157.762542,282003.320749
2029,280333.621303,284986.657247
2030,283291.25488,286395.673228
2031,289206.522035,289943.304103
