year,Base case cost,Modeled residential ashp
2017,17638.4896154,31357.4251811
2018,20958.3864062,33332.925739
2019,23881.3133196,34596.7311257
2020,25342.7767763,35054.610086
2021,26317.0857475,35249.3520102
2022,27129.0098901,35361.7576671
2023,27616.1643757,35301.13743
2024,26338.2153851,33519.1409168
2025,26872.4090727,33485.0020973
2026,27482.9161442,33498.6567647
2027,27940.7964479,33438.8205336
2028,28398.6767516,33386.0637649
2029,27083.0723464,31530.7925731
2030,27368.8097609,31391.4444516
2031,26031.9381333,29492.3075517
