year,Base case cost,Modeled non-residential ashp
2017,291543.333279,321379.289818
2018,313273.055227,341970.094006
2019,349542.535513,376683.053353
2020,361075.940075,387457.179408
2021,366886.199604,392735.943982
2022,375435.688444,400905.793569
2023,375641.493287,400807.887009
2024,373959.364843,398897.975013
2025,372909.640886,397582.503578
2026,380203.600925,404534.788289
2027,378812.642223,402878.08211
2028,376433.207999,400270.864334
2029,376173.53163,399669.512637
2030,372642.422658,395948.584038
2031,371907.984907,394872.470958
