year,Base case cost,Modeled transmission and interties
2021,2782911.76436,4456405.52653
2022,2888194.07475,4562545.83724
2023,2967856.03148,4641341.0907
2024,3039703.8625,4712151.14227
2025,3122162.23356,4795008.68084
2026,3215500.03063,4890200.08664
2027,3300503.85574,4976760.48927
2028,3377981.86069,5055686.79043
2029,3475620.33983,5156960.33595
2030,3546319.43014,5229476.10277
2031,3647215.91123,5335243.40046
2032,3760397.49455,5454905.64146
2033,3865024.02188,5565660.32602
2034,3981618.9635,5695322.87227
2035,4070293.08241,5784274.47607
2036,4191421.74063,5919944.41356
2037,4284148.56897,6014167.87673
2038,4410626.56463,6151151.52487
2039,4517544.59814,6267231.68778
2040,4648411.41071,6421384.77895
