year,annotation,consumption,consumption residential,consumption non-residential
2003,,4322458.0,1727128.0,2595330.0
2004,,4477674.0,1813868.0,2663806.0
2005,,4311648.0,1751601.0,2560047.0
2006,,4341944.0,1794002.0,2547942.0
2007,,4515555.0,1844523.0,2671032.0
2008,,4599640.0,1862833.0,2736807.0
2009,,4714676.0,1926266.0,2788410.0
2010,,4781321.0,1864178.0,2917143.0
2011,,4991457.0,1856895.0,3134562.0
2012,,5214462.0,1914839.0,3299623.0
2013,,5773972.0,1917717.0,3856255.0
2014,start of forecast,5423456.0,1993309.0,3430147.0
2015,,5465619.0,2035473.0,3430147.0
2016,,5508718.0,2078571.0,3430147.0
2017,,5552831.0,2122684.0,3430147.0
2018,,5597863.0,2167716.0,3430147.0
2019,,5643844.0,2213697.0,3430147.0
2020,,5690581.0,2260434.0,3430147.0
2021,,5738106.0,2307959.0,3430147.0
2022,,5786637.0,2356491.0,3430147.0
2023,,5836371.0,2406225.0,3430147.0
2024,,5887134.0,2456987.0,3430147.0
2025,,5938681.0,2508534.0,3430147.0
2026,,5990758.0,2560611.0,3430147.0
2027,,6043406.0,2613259.0,3430147.0
2028,,6096821.0,2666674.0,3430147.0
2029,,6151748.0,2721601.0,3430147.0
2030,,6207597.0,2777451.0,3430147.0
2031,,6264262.0,2834115.0,3430147.0
2032,,6321511.0,2891364.0,3430147.0
2033,,6379724.0,2949577.0,3430147.0
2034,,6439093.0,3008946.0,3430147.0
2035,,6499795.0,3069648.0,3430147.0
2036,,6562044.0,3131897.0,3430147.0
2037,,6625820.0,3195673.0,3430147.0
2038,,6690800.0,3260653.0,3430147.0
2039,,6756816.0,3326669.0,3430147.0
2040,,6823978.0,3393832.0,3430147.0
