year,annotation,consumption,consumption residential,consumption non-residential
2009,,255131.0,56648.0,198483.0
2010,,252307.0,53628.0,198679.0
2011,,277424.0,59812.0,217612.0
2012,,249971.0,50377.0,199594.0
2013,,306587.0,62060.0,244527.0
2014,,321266.0,58363.0,262903.0
2015,,92405.0,30991.0,61414.0
2016,start of forecast,242623.0,53008.0,189615.0
2017,,242917.0,53302.0,189615.0
2018,,243250.0,53635.0,189615.0
2019,,243587.0,53972.0,189615.0
2020,,243995.0,54380.0,189615.0
2021,,244442.0,54828.0,189615.0
2022,,244853.0,55238.0,189615.0
2023,,245252.0,55637.0,189615.0
2024,,245685.0,56071.0,189615.0
2025,,246211.0,56596.0,189615.0
2026,,246765.0,57151.0,189615.0
2027,,247340.0,57725.0,189615.0
2028,,247907.0,58292.0,189615.0
2029,,248561.0,58947.0,189615.0
2030,,249196.0,59581.0,189615.0
2031,,249771.0,60156.0,189615.0
2032,,250328.0,60714.0,189615.0
2033,,250864.0,61250.0,189615.0
2034,,251385.0,61771.0,189615.0
2035,,251906.0,62291.0,189615.0
2036,,252359.0,62744.0,189615.0
2037,,252863.0,63248.0,189615.0
2038,,253252.0,63638.0,189615.0
2039,,253642.0,64027.0,189615.0
2040,,254008.0,64393.0,189615.0
