year,Base case cost,Modeled residential ashp
2017,133140.918305,199412.732156
2018,141627.730364,207159.433879
2019,152781.826212,217940.517466
2020,158116.393792,222232.578907
2021,174633.08374,237509.74096
2022,177517.070907,239104.193438
2023,179352.335468,239569.419033
2024,180925.419377,239779.839676
2025,183022.864589,240609.898086
2026,185120.309802,241475.208812
2027,201285.334875,256442.525506
2028,202976.620627,256910.54403
2029,205231.668295,258034.333833
2030,206641.073088,258255.775441
2031,209178.001716,259754.407401
