year,Base case cost,Modeled transmission and interties
2021,1901628.28509,2626681.40659
2022,1955333.73539,2672825.78553
2023,1989754.55003,2701422.971
2024,2024196.59991,2725477.35437
2025,2058659.88503,2752176.68902
2026,2102152.6995,2788535.01314
2027,2141484.92284,2820763.88642
2028,2176005.84649,2845766.69166
2029,2215385.09073,2880859.706
2030,2240272.79736,2898586.83542
2031,2288658.8189,2938687.34237
2032,2332937.33742,2977091.44124
2033,2382084.79416,3018373.13588
2034,2431262.58696,3062271.32854
2035,2461092.03836,3086099.50402
2036,2510324.43608,3130405.68432
2037,2540196.35796,3154620.92628
2038,2589483.3606,3199318.84121
2039,2629099.22613,3234057.60852
2040,2683296.12067,3281803.67226
