year,Base case cost,Modeled residential ashp
2017,8464103.93857,9772958.48442
2018,9577496.41911,10883899.5185
2019,11090075.8396,12393108.2001
2020,11858080.6289,13159580.8354
2021,12476815.2645,13777166.3554
2022,12931187.8787,14230772.8926
2023,13315423.4997,14614395.652
2024,13637293.6872,14935806.1932
2025,13996664.1173,15294640.3695
2026,14428628.3564,15725915.1392
2027,14831515.7206,16128189.6419
2028,15180561.2975,16476775.5725
2029,15570412.4971,16866013.9105
2030,15869573.4748,17164791.8497
2031,16313972.2094,17608501.115
