year,Base case cost,Modeled non-residential ashp
2017,25722699.6668,25723019.6668
2018,28760066.4172,28760386.4172
2019,32936445.6989,32936765.6989
2020,34834799.9178,34835119.9178
2021,36258565.582,36258885.582
2022,37207742.6915,37208062.6915
2023,37967084.3791,37967404.3791
2024,38536590.6448,38536910.6448
2025,39201014.6214,39201334.6214
2026,40055274.02,40055594.02
2027,40814615.7075,40814935.7075
2028,41384121.9732,41384441.9732
2029,42143463.6608,42143783.6608
2030,42618052.2155,42618372.2155
2031,43472311.6141,43472631.6141
