year,Base case cost,Modeled residential ashp
2017,11394124.8143,3790435.32641
2018,12330365.821,4556585.418
2019,13574341.9559,5564324.17087
2020,14340100.7335,6216689.00515
2021,14860436.1837,6661428.49313
2022,15280398.2933,7024693.63107
2023,15619588.0159,7321360.62489
2024,15915643.992,7584343.36746
2025,16246463.2641,7877364.65846
2026,16645334.6886,8228988.60655
2027,17094556.5345,8635687.7237
2028,17404091.3475,8912149.30315
2029,17792110.161,9257645.38793
2030,18110009.7886,9547196.52967
2031,18539844.6351,9929783.89978
