year,annotation,consumption,consumption residential,consumption non-residential
2003,,2081264.0,911450.0,1169814.0
2004,,2230396.0,830371.0,1400025.0
2005,,2166072.0,877372.0,1288700.0
2006,,2360298.0,914070.0,1446228.0
2007,,2622499.0,1007453.0,1615046.0
2008,,2880512.0,1093680.0,1786832.0
2009,,2394369.0,993734.0,1400635.0
2010,,2649393.0,975865.0,1673528.0
2011,,2928841.0,971855.0,1956986.0
2012,,3397409.0,947244.0,2450165.0
2013,,3275439.0,827670.0,2447769.0
2014,start of forecast,3237763.0,952790.0,2284973.0
2015,,3239419.0,954446.0,2284973.0
2016,,3238201.0,953227.0,2284973.0
2017,,3237549.0,952575.0,2284973.0
2018,,3236009.0,951036.0,2284973.0
2019,,3234362.0,949389.0,2284973.0
2020,,3231968.0,946995.0,2284973.0
2021,,3230463.0,945490.0,2284973.0
2022,,3230639.0,945665.0,2284973.0
2023,,3232731.0,947758.0,2284973.0
2024,,3233617.0,948644.0,2284973.0
2025,,3233356.0,948382.0,2284973.0
2026,,3231354.0,946380.0,2284973.0
2027,,3230291.0,945318.0,2284973.0
2028,,3229987.0,945014.0,2284973.0
2029,,3221319.0,936345.0,2284973.0
2030,,3214800.0,929827.0,2284973.0
2031,,3210575.0,925602.0,2284973.0
2032,,3212379.0,927406.0,2284973.0
2033,,3215799.0,930826.0,2284973.0
2034,,3218763.0,933789.0,2284973.0
2035,,3219791.0,934818.0,2284973.0
2036,,3218000.0,933027.0,2284973.0
2037,,3213786.0,928812.0,2284973.0
2038,,3210159.0,925185.0,2284973.0
2039,,3208989.0,924016.0,2284973.0
2040,,3209457.0,924484.0,2284973.0
