year,Base case cost,Modeled transmission and interties
2021,903997.847698,2074683.20187
2022,933809.658653,2107161.35575
2023,956464.978931,2131990.87635
2024,973448.336764,2150659.45139
2025,995846.378245,2173758.71109
2026,1021621.57359,2201940.48848
2027,1045483.44271,2228117.01809
2028,1064143.54857,2248693.9513
2029,1090462.87378,2277461.47385
2030,1108818.3852,2296225.29489
2031,1135480.74881,2325355.86388
2032,1162332.37499,2354690.1703
2033,1191486.20281,2385000.40341
2034,1218716.35411,2416190.90108
2035,1242567.87294,2440993.03957
2036,1272980.00108,2472684.19423
2037,1292391.24274,2495472.57938
2038,1323181.89601,2527558.75356
2039,1349236.54936,2556074.75405
2040,1384003.19508,2592472.84141
