year,Base case cost,Modeled non-residential ashp
2017,637534.574394,814919.821665
2018,713307.126268,888852.191217
2019,817820.990923,990827.873358
2020,864852.230018,1036716.93032
2021,898819.23603,1069859.02702
2022,924947.702194,1095352.94755
2023,943237.628509,1113198.69193
2024,956301.86159,1125945.65219
2025,974591.787905,1143791.39657
2026,995494.560836,1164186.533
2027,1011171.64053,1179482.88532
2028,1026848.72023,1194779.23764
2029,1047751.49316,1215174.37407
2030,1058202.87963,1225371.94228
2031,1079105.65256,1245767.07871
