year,Base case cost,Modeled non-residential ashp
2017,3208622.62326,3788965.96207
2018,3459209.08356,4022461.24534
2019,3807228.23307,4350417.32547
2020,3974763.34163,4504227.68511
2021,4093368.76193,4610670.7431
2022,4177073.86668,4683544.00564
2023,4232829.50351,4729566.56324
2024,4281630.51272,4769047.21042
2025,4337403.81193,4815454.12122
2026,4407203.96144,4875610.41195
2027,4478322.99525,4937485.56317
2028,4527319.40713,4977861.217
2029,4590237.15268,5031868.5833
2030,4632178.59585,5065742.15307
2031,4710814.14887,5135558.18268
