year,Base case cost,Modeled non-residential ashp
2017,697898.12844,783983.47523
2018,742237.730736,824186.510045
2019,801226.743471,878274.582419
2020,832783.635766,906591.149733
2021,856814.978501,927873.68198
2022,877933.440796,946464.299526
2023,892846.692653,959249.411008
2024,907873.645387,972187.572021
2025,924664.757683,986838.466194
2026,943251.919979,1003233.08334
2027,958702.041835,1016707.01201
2028,974265.40457,1030329.96896
2029,993338.605988,1047318.00754
2030,1005789.94828,1058077.72789
2031,1034335.61463,1084515.8377
