year,Base case cost,Modeled residential ashp
2017,697898.12844,864394.351901
2018,742237.730736,900053.211949
2019,801226.743471,948717.075656
2020,832783.635766,973507.026027
2021,856814.978501,991821.578894
2022,877933.440796,1007693.07653
2023,892846.692653,1018212.74933
2024,907873.645387,1028926.50751
2025,924664.757683,1041290.1578
2026,943251.919979,1055333.75078
2027,958702.041835,1066700.70314
2028,974265.40457,1078254.00569
2029,993338.605988,1093003.00675
2030,1005789.94828,1101970.94304
2031,1034335.61463,1126137.45186
