year,Base case cost,Modeled non-residential ashp
2017,801759.736038,982073.466971
2018,848019.443416,1023942.54911
2019,909699.053253,1079767.99196
2020,938825.535676,1106130.00664
2021,959385.405622,1124738.48759
2022,973091.985586,1137144.14156
2023,985085.243054,1147999.08878
2024,993651.855532,1155752.62251
2025,1003931.7905,1165056.86299
2026,1015925.04797,1175911.81021
2027,1026204.98295,1185216.05068
2028,1034771.59542,1192969.58441
2029,1046764.85289,1203824.53164
2030,1053618.14287,1210027.35862
2031,1065611.40034,1220882.30584
