year,Base case cost,Modeled residential ashp
2017,187210.754273,334969.29305
2018,202755.19113,345512.535398
2019,223316.001039,360290.373305
2020,230954.342785,363740.237604
2021,241390.882276,370562.170395
2022,251117.156431,376906.507538
2023,253938.617157,376662.151861
2024,261993.209835,381795.764191
2025,264877.458262,381732.61747
2026,274081.830188,387961.808143
2027,282931.069446,393976.587564
2028,285439.255972,393789.727891
2029,294466.393719,400090.109293
2030,308633.146175,411751.918075
2031,312897.395424,413222.278398
