year,Base case cost,Modeled non-residential ashp
2017,144422.982803,183210.931932
2018,152684.879637,190240.608959
2019,164251.535205,200384.921095
2020,169869.625052,204969.420145
2021,173504.859659,207711.174871
2022,176479.14252,209848.961471
2023,178461.99776,211072.626459
2024,180114.377127,212001.388
2025,182097.232367,213254.472631
2026,184410.563481,214831.539676
2027,186393.418721,216112.681065
2028,188045.798088,217097.571905
2029,190028.653328,218405.470301
2030,191350.556821,219106.703339
2031,193994.363808,221059.694595
