year,annotation,consumption,consumption residential,consumption non-residential
2003,,617491.0,266922.0,350569.0
2004,,659880.0,277581.0,382299.0
2005,,661868.0,289638.0,372230.0
2006,,641128.0,286559.0,354569.0
2007,,631421.0,310000.0,321421.0
2008,,660930.0,323224.0,337706.0
2009,,714245.0,345761.0,368484.0
2010,,722840.0,369852.0,352988.0
2011,,765419.0,368934.0,396485.0
2012,,801584.0,409115.0,392469.0
2013,,701552.0,383725.0,317827.0
2014,,644279.0,352444.0,291835.0
2015,,640978.0,356583.0,284395.0
2016,start of forecast,656447.0,358428.0,298019.0
2017,,661860.0,363841.0,298019.0
2018,,668095.0,370076.0,298019.0
2019,,673257.0,375238.0,298019.0
2020,,678137.0,380118.0,298019.0
2021,,684873.0,386854.0,298019.0
2022,,688965.0,390946.0,298019.0
2023,,692718.0,394699.0,298019.0
2024,,696346.0,398327.0,298019.0
2025,,700229.0,402210.0,298019.0
2026,,705505.0,407486.0,298019.0
2027,,710071.0,412052.0,298019.0
2028,,714638.0,416619.0,298019.0
2029,,722372.0,424353.0,298019.0
2030,,729725.0,431706.0,298019.0
2031,,736031.0,438012.0,298019.0
2032,,740773.0,442754.0,298019.0
2033,,747360.0,449341.0,298019.0
2034,,752301.0,454282.0,298019.0
2035,,762990.0,464971.0,298019.0
2036,,768030.0,470011.0,298019.0
2037,,773187.0,475168.0,298019.0
2038,,779920.0,481901.0,298019.0
2039,,783891.0,485872.0,298019.0
2040,,792213.0,494194.0,298019.0
