year,Base case cost,Modeled non-residential ashp
2017,899801.174106,1046023.24251
2018,959448.2094,1103254.6561
2019,1039400.61841,1179969.10411
2020,1074935.02242,1214064.41433
2021,1100316.73956,1238418.20735
2022,1119353.02742,1256683.55211
2023,1133312.97185,1270078.13827
2024,1143465.65871,1279819.65547
2025,1156156.51728,1291996.55198
2026,1171385.54757,1306608.82779
2027,1184076.40614,1318785.7243
2028,1195498.17886,1329744.93116
2029,1209458.12329,1343139.51732
2030,1218341.72429,1351663.34487
2031,1233570.75458,1366275.62068
