year,Base case cost,Modeled residential ashp
2017,913882.160088,1104740.77866
2018,998393.092337,1181715.10908
2019,1116157.03934,1289376.80258
2020,1190063.47049,1358793.34328
2021,1254755.6546,1420278.46278
2022,1313688.93431,1476806.44404
2023,1377184.1969,1538537.8211
2024,1427548.55545,1587619.35381
2025,1491453.60678,1649920.87283
2026,1550054.68309,1706597.71038
2027,1616069.96363,1771009.45861
2028,1671416.16907,1824912.48499
2029,1741210.46586,1892942.89624
2030,1804646.14889,1955256.10665
2031,1878483.24058,2027168.95958
