year,Base case cost,Modeled non-residential ashp
2017,601390.935309,691029.539826
2018,644940.052141,734435.704728
2019,703741.789764,793675.341522
2020,730946.196595,820235.141924
2021,754375.652222,842748.463039
2022,768607.169845,855946.077571
2023,778459.848261,864646.220032
2024,787215.886677,872246.228999
2025,795971.605092,879880.261376
2026,808000.981924,890937.474047
2027,823186.506758,905106.264868
2028,830872.302797,911729.989425
2029,841874.779628,921817.613303
2030,848463.57646,927367.415732
2031,866160.961294,944248.899971
