year,Base case cost,Modeled non-residential ashp
2017,480292.9647,515572.275739
2018,540216.74174,570299.127091
2019,613392.367851,636806.805561
2020,650923.865205,670663.491323
2021,675948.785205,693022.093889
2022,694323.623377,709077.308776
2023,704260.978903,717372.068666
2024,706951.791359,718600.884985
2025,716061.07638,725932.353804
2026,726991.915371,734934.561672
2027,736379.970897,742738.892641
2028,745686.189069,750475.251888
2029,742837.749426,745905.13988
2030,736468.442934,738323.446575
2031,740249.209592,740243.323446
