year,Base case cost,Modeled transmission and interties
2021,688152.961178,2777840.49829
2022,710606.126915,2812101.60228
2023,728544.524181,2838840.04633
2024,744620.1132,2861205.39777
2025,763371.066398,2886747.89055
2026,784607.22667,2917579.02058
2027,803742.150944,2946065.66851
2028,820729.762689,2969715.31009
2029,842827.480917,3001795.83796
2030,858324.553516,3023989.37295
2031,883481.606997,3057291.89182
2032,906509.632288,3090698.33269
2033,929773.159837,3124445.1486
2034,955991.436233,3161740.65386
2035,975431.343246,3188867.37317
2036,1002461.4442,3227317.00021
2037,1022321.89096,3255021.46763
2038,1050188.68318,3294659.84477
2039,1073619.69525,3329390.03642
2040,1104925.40555,3370566.15852
