year,Base case cost,Modeled residential ashp
2017,1169855.5861,1399030.61429
2018,1271403.03365,1487083.52947
2019,1401789.89261,1599304.67179
2020,1492496.31362,1681187.74472
2021,1563842.49364,1746305.67904
2022,1632203.83273,1810514.85432
2023,1695652.02141,1870848.92016
2024,1756893.4168,1929495.21317
2025,1822256.60008,1991744.2736
2026,1891991.35316,2057845.88334
2027,1959436.0523,2122176.45963
2028,2024340.91561,2184486.22056
2029,2105357.69571,2261869.85734
2030,2168444.31535,2322880.39508
2031,2255608.89211,2405892.80804
