year,Base case cost,Modeled non-residential ashp
2017,49292.9133379,137130.229703
2018,52125.470912,138350.721566
2019,56145.8752106,140760.57326
2020,57973.3317099,141075.914699
2021,59252.5512595,140893.074551
2022,60166.2795092,140388.712304
2023,60897.2621089,139739.50627
2024,61445.4990588,138944.691842
2025,62085.1088335,138269.714146
2026,62907.4642583,137802.574704
2027,63547.074033,137187.639362
2028,64095.3109829,136512.943324
2029,64826.2935826,136043.999351
2030,65283.1577074,135336.491572
2031,66105.5131322,135010.886291
