year,Base case cost,Modeled residential ashp
2017,60216.1418856,387762.773331
2018,62706.6872802,382985.746376
2019,66498.7192445,379185.644991
2020,68663.1439013,374763.987258
2021,70178.2411611,370046.785809
2022,71260.4534895,365175.153909
2023,73259.1093083,361423.166444
2024,73918.635685,356532.17742
2025,74688.0831246,351840.07585
2026,75677.3726897,347417.799028
2027,76446.8201293,342967.016072
2028,77106.346506,338558.799647
2029,76779.7363643,333206.044644
2030,77320.8425285,328940.207215
2031,78294.8336241,325071.477503
