year,Base case cost,Modeled transmission and interties
2021,882393.913157,2483468.40543
2022,905924.417508,2485451.12566
2023,924748.820989,2483021.51541
2024,938867.123599,2474988.55596
2025,955338.476645,2471115.19393
2026,976515.930561,2472683.69275
2027,992987.283606,2469791.61415
2028,1007105.58622,2464900.29462
2029,1025929.9897,2465416.74098
2030,1037695.24187,2458966.61234
2031,1058872.69579,2462848.23044
2032,1080050.1497,2465981.93562
2033,1101227.60362,2470714.68021
2034,1124758.10797,2477152.26475
2035,1138876.41058,2475278.60639
2036,1160053.8645,2482393.20946
2037,1174172.16711,2480115.12413
2038,1197702.67146,2489279.85778
2039,1214953.84083,2492222.28104
2040,1240854.01961,2503418.83853
