year,Base case cost,Modeled non-residential ashp
2017,370011.733707,544166.922473
2018,404669.521823,575443.144251
2019,452163.52776,619252.974723
2020,476552.341619,640659.265196
2021,491955.803004,653385.509758
2022,504792.020824,663668.984843
2023,512493.751517,669013.040574
2024,520195.482209,674407.303937
2025,527897.212902,679850.598186
2026,538166.187158,687837.190139
2027,547151.539633,694622.833611
2028,554853.270325,700206.432667
2029,563838.6228,707082.333036
2030,570256.73171,711506.365611
2031,580525.705966,719716.049668
