year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,370011.73,84941.76,,576017.52,49816.52
2018,,404669.52,85598.32,,594072.04,49487.0
2019,,452163.53,93587.64,,618813.42,52828.07
2020,,476552.34,97690.26,,631518.45,54543.75
2021,,491955.8,100281.39,,639542.68,55627.33
2022,,504792.02,95796.73,,646229.54,53205.01
2023,,512493.75,97008.26,,650241.66,53714.93
2024,,520195.48,98219.8,,654253.77,54224.86
2025,,527897.21,99431.34,,658265.89,54734.78
2026,,538166.19,94038.68,,663615.38,51951.26
2027,,547151.54,95354.11,,668296.18,52508.99
2028,,554853.27,96481.63,,672308.29,52987.04
2029,,563838.62,90508.92,,676989.09,49975.12
2030,,570256.73,91378.5,,680332.52,50346.94
2031,,580525.71,92769.81,,685682.01,50941.85
2032,,,86578.91,,,47855.57
2033,,,88018.1,,,48477.04
2034,,,89457.29,,,49098.5
2035,,,90416.75,,,49512.82
2036,,,83811.58,,,46277.8
