year,annotation,consumption,consumption residential,consumption non-residential
2003,,101203.0,47773.0,53430.0
2004,,108887.0,45649.0,63238.0
2005,,117898.0,42477.0,75421.0
2006,,125395.0,42137.0,83258.0
2007,,124165.0,41801.0,82364.0
2008,,115670.0,43862.0,71808.0
2009,,109818.0,44349.0,65469.0
2010,,110642.0,44840.0,65802.0
2011,,111325.0,42711.0,68614.0
2012,,100892.0,38465.0,62427.0
2013,,111151.0,39482.0,71669.0
2014,start of forecast,110103.0,42533.0,67570.0
2015,,110085.0,42515.0,67570.0
2016,,110073.0,42503.0,67570.0
2017,,110051.0,42481.0,67570.0
2018,,110029.0,42459.0,67570.0
2019,,110011.0,42441.0,67570.0
2020,,109975.0,42405.0,67570.0
2021,,109967.0,42397.0,67570.0
2022,,109960.0,42390.0,67570.0
2023,,109906.0,42336.0,67570.0
2024,,109905.0,42335.0,67570.0
2025,,109902.0,42332.0,67570.0
2026,,109905.0,42335.0,67570.0
2027,,109899.0,42329.0,67570.0
2028,,109893.0,42323.0,67570.0
2029,,109890.0,42320.0,67570.0
2030,,109873.0,42303.0,67570.0
2031,,109872.0,42302.0,67570.0
2032,,109860.0,42290.0,67570.0
2033,,109861.0,42291.0,67570.0
2034,,109863.0,42293.0,67570.0
2035,,109866.0,42296.0,67570.0
2036,,109843.0,42273.0,67570.0
2037,,109848.0,42278.0,67570.0
2038,,109841.0,42271.0,67570.0
2039,,109844.0,42274.0,67570.0
2040,,109853.0,42283.0,67570.0
