year,Base case cost,Modeled non-residential ashp
2017,42227.0299387,179477.109378
2018,44973.4185337,185016.579722
2019,48749.7028519,193309.526863
2020,50552.0203674,196440.054965
2021,51753.5653778,198025.522726
2022,52697.6364573,198969.608412
2023,53298.4089625,199045.302071
2024,53813.3568241,198930.18115
2025,54499.9539728,199301.843217
2026,55272.3757652,199933.337922
2027,55873.1482703,200145.450102
2028,56388.0961319,200163.550403
2029,57160.5179243,200891.453226
2030,57589.6411422,200745.430266
2031,58362.0629346,201533.898053
