year,Base case cost,Modeled residential ashp
2017,662975.325841,617957.247724
2018,712872.353524,648562.507319
2019,774719.834941,683698.309846
2020,810217.150239,706581.776778
2021,829262.887196,717465.611852
2022,851406.223824,732931.028758
2023,863620.353514,739951.220886
2024,872344.731864,744965.643835
2025,889616.457497,757785.422986
2026,903683.023158,765916.060005
2027,914232.947404,772014.037769
2028,923024.550942,777095.685905
2029,935332.795895,784209.993297
2030,944124.399433,789291.641433
2031,956432.644387,796405.948825
