year,Base case cost,Modeled non-residential ashp
2017,237781.775032,285395.764405
2018,258393.845295,303042.007439
2019,287535.048081,328456.44607
2020,301039.507909,339699.428512
2021,310990.162519,347739.915631
2022,318097.772954,353222.615367
2023,323073.100259,356792.248762
2024,327337.666521,359738.816289
2025,332312.993826,363352.330906
2026,338709.843218,368277.55112
2027,343685.170523,371932.914133
2028,347949.736784,374963.20199
2029,353635.825132,379303.741382
2030,357189.63035,381727.736948
2031,363586.479742,386751.603879
