year,Base case cost,Modeled residential ashp
2017,129347.560309,207062.489973
2018,140560.030235,213351.477486
2019,156412.142889,223028.025135
2020,158547.254616,221401.328778
2021,163787.925453,223459.57205
2022,167531.261766,224491.072667
2023,164559.206781,219169.007278
2024,166731.388992,219136.411496
2025,163513.268752,213642.173821
2026,166660.812703,214333.5574
2027,169108.902444,214575.999533
2028,171207.265078,214610.56347
2029,174005.081924,215162.090142
2030,169570.770437,208837.457922
2031,172607.585024,209584.226444
