year,annotation,consumption,consumption residential,consumption non-residential
2003,,584714.0,220808.0,363906.0
2004,,583590.0,214233.0,369357.0
2005,,532126.0,221815.0,310311.0
2006,,552168.0,216899.0,335269.0
2007,,496350.0,200514.0,295836.0
2008,,534131.0,184942.0,349189.0
2009,,708447.0,183394.0,525053.0
2010,,783945.0,190547.0,593398.0
2011,,785643.0,193432.0,592211.0
2012,,888805.0,222363.0,666442.0
2013,,757163.0,185742.0,571421.0
2014,,765806.0,205575.0,560231.0
2015,,770701.0,213193.0,557508.0
2016,start of forecast,759260.0,196207.0,563053.0
2017,,758483.0,195429.0,563053.0
2018,,757818.0,194765.0,563053.0
2019,,757278.0,194224.0,563053.0
2020,,756702.0,193649.0,563053.0
2021,,756024.0,192970.0,563053.0
2022,,755155.0,192101.0,563053.0
2023,,754075.0,191022.0,563053.0
2024,,753128.0,190074.0,563053.0
2025,,752309.0,189255.0,563053.0
2026,,751675.0,188622.0,563053.0
2027,,750939.0,187885.0,563053.0
2028,,750127.0,187074.0,563053.0
2029,,750181.0,187128.0,563053.0
2030,,750005.0,186952.0,563053.0
2031,,749596.0,186542.0,563053.0
2032,,748594.0,185541.0,563053.0
2033,,747459.0,184406.0,563053.0
2034,,746392.0,183339.0,563053.0
2035,,745541.0,182488.0,563053.0
2036,,744983.0,181930.0,563053.0
2037,,744439.0,181385.0,563053.0
2038,,744091.0,181038.0,563053.0
2039,,743541.0,180488.0,563053.0
2040,,742864.0,179811.0,563053.0
