year,Base case cost,Modeled residential ashp
2017,77262.6773477,607125.574665
2018,83558.3659444,597204.060719
2019,92106.8613289,586659.543076
2020,96557.8104034,578017.466808
2021,99199.940403,569581.53111
2022,101714.524699,562110.207302
2023,103582.494256,555080.359814
2024,105240.724633,548312.466776
2025,106806.323214,541001.119823
2026,107809.939663,533285.606412
2027,109713.863435,526930.729418
2028,111055.805075,520164.374451
2029,112621.403656,513462.441359
2030,114104.689254,507740.364931
2031,115305.286936,500650.918836
