year,Base case cost,Modeled non-residential ashp
2017,100950.49386,333910.779934
2018,108595.141659,334781.380959
2019,119071.140495,337276.88762
2020,124167.572361,336908.053095
2021,127565.193605,335684.709744
2022,130113.409538,334069.341922
2023,131812.22016,332060.257759
2024,133227.895678,329965.282541
2025,135209.841404,328247.019741
2026,137191.78713,326594.415696
2027,138890.597752,324851.192415
2028,140589.408374,323170.585956
2029,142571.3541,321705.868036
2030,143703.894514,319836.649247
2031,145968.975344,318644.703061
