year,Base case cost,Modeled non-residential ashp
2017,209942.859256,215312.622833
2018,232045.987138,234851.96654
2019,263819.233467,262939.773119
2020,279015.133886,276373.071917
2021,289375.97508,285532.13928
2022,296973.92529,292248.788679
2023,302499.70726,297133.624606
2024,307334.766484,301407.856042
2025,312860.548455,306292.691969
2026,319077.053171,311788.132387
2027,324602.835142,316672.968313
2028,329437.894366,320947.199749
2029,335654.399082,326442.640167
2030,339798.73556,330106.267112
2031,346705.963023,336212.312021
