year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,9562.88,544059.0,544059.0
2004,,9562.88,604552.0,604552.0
2005,,9562.88,556613.0,556613.0
2006,,9562.88,556735.0,556735.0
2007,,9562.88,591346.0,591346.0
2008,,9562.88,585985.0,585985.0
2009,,9562.88,622688.0,622688.0
2010,,9562.88,621012.0,621012.0
2011,,9562.88,585029.0,585029.0
2012,,9562.88,587546.0,587546.0
2013,,9562.88,610184.0,610184.0
2014,start of forecast,9562.88,596000.0,596000.0
2015,,9562.88,597000.0,597000.0
2016,,9562.88,598000.0,598000.0
2017,,9562.88,599000.0,599000.0
2018,,9562.88,601000.0,601000.0
2019,,9562.88,603000.0,603000.0
2020,,9562.88,604000.0,604000.0
2021,,9562.88,606000.0,606000.0
2022,,9562.88,607000.0,607000.0
2023,,9562.88,609000.0,609000.0
2024,,9562.88,610000.0,610000.0
2025,,9562.88,612000.0,612000.0
2026,,9562.88,614000.0,614000.0
2027,,9562.88,616000.0,616000.0
2028,,9562.88,618000.0,618000.0
2029,,9562.88,620000.0,620000.0
2030,,9562.88,622000.0,622000.0
2031,,9562.88,623000.0,623000.0
2032,,9562.88,625000.0,625000.0
2033,,9562.88,627000.0,627000.0
2034,,9562.88,629000.0,629000.0
2035,,9562.88,631000.0,631000.0
2036,,9562.88,633000.0,633000.0
2037,,9562.88,635000.0,635000.0
2038,,9562.88,636000.0,636000.0
2039,,9562.88,638000.0,638000.0
2040,,9562.88,640000.0,640000.0
