year,Base case cost,Modeled residential ashp
2017,643999.347741,915919.838809
2018,690723.357281,952353.903965
2019,754348.986822,1003614.20556
2020,793695.960009,1034888.79386
2021,819152.989549,1053469.46152
2022,839335.769545,1067605.41788
2023,855507.799542,1078375.75989
2024,870360.418322,1088105.45437
2025,886760.03695,1099294.59484
2026,906220.17649,1113272.46307
2027,929831.989829,1131856.15013
2028,945322.379065,1142588.42145
2029,963906.138453,1156135.93375
2030,978177.71769,1166001.24863
2031,998540.286469,1181311.39329
