year,Base case cost,Modeled residential ashp
2017,438677.112141,692305.441159
2018,466973.696244,721124.055179
2019,505376.20324,760235.03135
2020,531628.555508,786822.974279
2021,544968.544765,800405.334569
2022,554203.921943,809808.507078
2023,560360.840062,816077.28875
2024,556916.409999,812726.078316
2025,562979.963736,818901.495606
2026,571064.702051,827135.385326
2027,586014.665557,842197.212385
2028,591145.430655,847421.197112
2029,598328.501794,854734.77573
2030,603459.266893,859958.760457
2031,610642.338031,867272.339075
