year,Base case cost,Modeled non-residential ashp
2017,566254.814285,582860.427157
2018,608973.313191,623722.014754
2019,673212.027263,685786.396897
2020,700774.77117,711863.560953
2021,725891.434429,735692.44747
2022,740199.044195,748838.941798
2023,750141.448601,757731.462897
2024,764446.421408,771044.327017
2025,774339.467814,779929.214553
2026,786202.038173,790761.689916
2027,796351.477626,799934.736527
2028,811065.876292,813731.447988
2029,822359.724199,824062.643027
2030,829305.849058,830152.897352
2031,841517.694011,841416.903043
