year,Base case cost,Modeled non-residential ashp
2017,994135.498185,1103608.03349
2018,1061601.75727,1163818.53022
2019,1160694.77878,1253748.00393
2020,1208731.05787,1296273.01879
2021,1244415.01619,1327479.62634
2022,1271854.73451,1351147.53815
2023,1293111.8439,1369173.61433
2024,1312354.69314,1385397.89147
2025,1346997.33602,1416906.13872
2026,1373189.66449,1439683.55958
2027,1395141.97267,1458593.63289
2028,1415066.6919,1475684.15343
2029,1446512.03448,1504011.58312
2030,1462196.21189,1517274.53203
2031,1489288.69991,1541169.35751
