year,Base case cost,Modeled residential ashp
2017,994135.498185,1287539.41517
2018,1061601.75727,1335250.39518
2019,1160694.77878,1409481.66559
2020,1208731.05787,1442452.8628
2021,1244415.01619,1465849.91714
2022,1271854.73451,1482900.58193
2023,1293111.8439,1495224.67624
2024,1312354.69314,1506110.38162
2025,1346997.33602,1532091.66206
2026,1373189.66449,1548876.82944
2027,1395141.97267,1562426.84328
2028,1415066.6919,1574512.70071
2029,1446512.03448,1597364.38123
2030,1462196.21189,1606327.84156
2031,1489288.69991,1624623.85428
