year,Base case cost,Modeled non-residential ashp
2017,1196463.58975,1324949.75531
2018,1278301.40678,1400444.6527
2019,1399043.91247,1513473.86865
2020,1457421.1695,1566763.2952
2021,1510548.04371,1615538.39362
2022,1551633.4894,1652673.35362
2023,1580189.83643,1677678.9075
2024,1611368.88213,1705483.20668
2025,1640440.74916,1731132.76451
2026,1677667.61485,1764888.2705
2027,1707288.80188,1791209.68016
2028,1739685.04758,1820476.31197
2029,1775185.52327,1852793.86577
2030,1805384.10881,1880087.99701
2031,1841769.386,1913179.70854
