year,Base case cost,Modeled residential ashp
2017,1196463.58975,1494736.58904
2018,1278301.40678,1561239.18602
2019,1399043.91247,1663328.75949
2020,1457421.1695,1709408.11292
2021,1510548.04371,1752018.42843
2022,1551633.4894,1783558.30346
2023,1580189.83643,1803536.21048
2024,1611368.88213,1826562.57524
2025,1640440.74916,1847366.23721
2026,1677667.61485,1876205.78125
2027,1707288.80188,1897854.62629
2028,1739685.04758,1922690.08373
2029,1775185.52327,1950500.37447
2030,1805384.10881,1973682.51804
2031,1841769.386,2002109.09162
