year,Base case cost,Modeled residential ashp
2017,71872.2557139,641381.284588
2018,77709.5998391,610239.361904
2019,85618.7415699,569394.267441
2020,90025.3738591,547334.198614
2021,94456.2858181,532252.865028
2022,97295.9642987,519124.845276
2023,99732.2739149,508283.121648
2024,101899.670955,499007.343035
2025,105387.851606,490329.174373
2026,108078.244609,479275.384032
2027,110645.811735,469072.941115
2028,112927.85141,460407.92158
2029,115551.909111,450498.469607
2030,117722.753322,442804.861398
2031,120564.341685,432486.834898
