year,Base case cost,Modeled non-residential ashp
2017,200006.800352,284168.585372
2018,212175.644168,297256.437865
2019,228400.769258,314706.907855
2020,235702.075548,322559.619351
2021,240975.241202,328231.022098
2022,244625.894347,332157.377845
2023,247059.66311,334774.948344
2024,249087.803746,336956.257093
2025,251927.200637,340010.089341
2026,254766.597527,343063.921589
2027,257200.366291,345681.492088
2028,259634.135054,348299.062586
2029,262473.531945,351352.894835
2030,264096.044453,353097.941834
2031,266935.441344,356151.774082
